id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
902100808424221183,The May Queen B&B Acacia Room,516704890,Jane,Queens,Gagetown,45.77976,-66.14569,Private room,150,1,1,2024-07-14,0.18,3,360,1,
902113764667345701,The May Queen B&B Lupin Room,516704890,Jane,Queens,Gagetown,45.7800211,-66.1460486,Private room,140,1,11,2024-10-21,0.62,3,360,6,
902143161274648282,Relaxing two-bedroom in the heart of the city,447248014,John,Saint John,City of Saint John,45.27548,-66.0602,Entire home/apt,146,1,139,2024-11-30,7.25,3,57,83,
902286555805454839,Moonshine Dome Retreat,131655903,Christina,Queens,Wickham,45.74426,-66.00313,Entire home/apt,,2,52,2024-10-20,2.83,1,3,23,
902729006975326375,Le havre de paix,517313027,Corinne,Gloucester,Shippagan,47.80168,-64.6877,Entire home/apt,150,2,13,2024-10-06,0.73,1,233,12,
902793241599216297,"Soak, Play & Indulge: 4xTV Smart Home Retreat",444376213,Bohdan,Westmorland,Moncton,46.09309,-64.68265,Entire home/apt,321,2,59,2024-12-27,3.32,2,255,46,
902849092011368964,"Central location,charming cozy apartment",505675069,Tina,York,Fredericton,45.96139,-66.62316,Entire home/apt,119,2,16,2024-11-09,0.96,1,255,14,
903033382722043696,Beautiful Lake George Retreat,167280794,Nicholas Carson,York,Prince William,45.80925,-67.05968,Entire home/apt,123,4,56,2024-11-15,3.20,1,337,39,
903713852280245247,Little Loft & Urban Escape,416898159,Kalian,York,Fredericton,45.9723651,-66.6356157,Entire home/apt,110,2,83,2024-12-08,4.41,1,157,51,
904205460649441234,Home away from home.,464025607,Pieternella,Charlotte,Saint Stephen,45.1903,-67.29091,Entire home/apt,125,1,53,2024-11-23,2.77,1,252,25,
904280556788599556,Camp Area & Mini Cabin + Hydro,498965603,Tyler,Northumberland,Hardwicke,47.0741547,-64.92125419999999,Entire home/apt,91,1,8,2024-08-13,0.48,1,88,5,
904954019662890925,Eclectic waterview Cottage,99943058,Rhonda,Kings,Rothesay,45.35474,-66.01238,Entire home/apt,,4,5,2024-08-18,0.85,1,160,5,
905123265431475417,"Downtown Spacious 2-bdrm - WiFi, Kitchen, Parking",252277,Sarah,Westmorland,Moncton,46.09385,-64.78582,Entire home/apt,95,1,51,2024-12-08,2.81,25,351,26,
905242852260719456,The Yellow Door - Close to the Hospital,517937064,Kaleigh,Saint John,City of Saint John,45.32464,-66.07866,Entire home/apt,125,1,69,2024-10-16,3.91,1,170,33,
905684921152432401,Executive Waterfront Home in Grande Digue,103023276,Lisabelle,Kent,Dundas,46.35509,-64.53573,Entire home/apt,364,2,22,2024-10-08,1.36,20,165,21,
905807655106406409,Heart of the Bay - Fall Suite,231367151,Christopher,Kings,Westfield,45.305101,-66.1965314,Entire home/apt,110,1,22,2024-09-04,1.16,4,242,7,
905927747696888380,Sasquatch River Retreat,245544701,Serge,Kent,Wellington,46.42358,-64.72283999999999,Entire home/apt,244,2,67,2024-12-26,3.63,1,334,46,
905927914286267295,Heart of the Bay - Spring Suite,231367151,Christopher,Kings,Westfield,45.305101,-66.1965314,Entire home/apt,115,1,18,2024-08-31,1.03,4,365,6,
906388293922328550,Domaine de la Rivière,440360979,Stefan,Westmorland,Shediac,46.20655,-64.41336,Entire home/apt,190,2,27,2024-08-29,1.42,1,24,10,
906499225909175399,Apartment in downtown Bathurst,498059736,Kayla,Gloucester,Bathurst,47.63918,-65.68346,Entire home/apt,99,1,69,2024-12-08,3.66,1,3,38,
906544683321699736,Miramichi River Lighthouse,425178513,Brett,Northumberland,Blackville,46.70808,-65.81009,Entire home/apt,225,2,79,2024-12-27,5.28,1,298,64,
906614003334241392,Rustic cabin in quiet  closed for the season,459889757,Laura,Queens,Brunswick,46.011226291678014,-65.6337833404541,Entire home/apt,96,1,22,2024-10-17,1.18,1,365,13,
906647754256009533,Sea La Vie,212987365,Melisa,Gloucester,Saumarez,47.4672,-64.87774,Entire home/apt,135,3,4,2023-09-05,0.23,2,196,0,
907365065919457364,Parlee beach house on Gary ave.,361731667,Bryan,Westmorland,Shediac,46.23666,-64.51287,Entire home/apt,300,5,20,2024-09-01,1.12,31,83,7,
907409780410066408,Good Times in the Maritime / Joie de Vivre Acadien,183547690,Mike,Westmorland,Shediac,46.2225,-64.54049,Entire home/apt,300,2,7,2024-08-17,0.39,1,238,4,
907875016449838588,Riverview Acre Cabin,241949016,Jessica,York,Manners Sutton,45.5305548,-67.11455610000002,Entire home/apt,200,2,36,2024-11-12,2.90,1,352,35,
908104020358489373,Loft Apartment close to Hospital,247668406,Rob,Westmorland,Moncton,46.10509702211488,-64.80079147964716,Entire home/apt,134,3,35,2024-09-03,1.87,3,227,15,
908238263707284011,Well Furnished New Home 4mins to Airport,483673808,Joseph,Westmorland,Moncton,46.09054,-64.68219,Entire home/apt,,1,8,2024-08-25,0.45,4,0,1,
908526135913513003,The Family Beach Home/Minutes to Parlee/Sleeps 7,518711066,Jessica,Westmorland,Shediac,46.2352,-64.51528,Entire home/apt,298,2,16,2024-08-25,0.89,3,206,10,
908545513352378759,Lakeside Escape.,180189161,Michelle,Northumberland,Alnwick,47.4354153,-64.9269864,Entire home/apt,95,2,8,2024-08-18,0.45,1,365,2,
908595639670394630,Serene Chalet on the Cove,72512771,Riann,Kings,Kars,45.58418,-66.00014,Entire home/apt,202,2,8,2024-09-22,0.48,1,216,5,
908675674262577042,Gorhams Bluff Cottage,97762908,Joanni,Kings,Kingston,45.53827,-66.03482,Entire home/apt,,2,6,2024-09-21,0.35,1,0,1,
908850808905277310,"Entire house, 2 beds, sleeps 4.",9073775,Terence,Kent,Saint Mary,46.36682,-64.75717,Entire home/apt,,2,1,2023-08-17,0.06,1,0,0,
909246332118864809,Paws Crossing: a woods retreat,518568276,Gayle,Westmorland,Sackville,45.9807917,-64.3019359,Entire home/apt,60,2,10,2024-11-04,0.54,1,69,3,
909570228010543492,Seashore Beach House Beauty,138517312,Allyson,Westmorland,Botsford,46.15724,-63.91224,Entire home/apt,,2,63,2024-12-26,3.49,1,27,47,
909604132362998201,Captains Lookout,253290546,Tracy,Albert,Harvey,45.6627,-64.72556,Entire home/apt,205,7,5,2024-08-10,0.30,3,57,4,
909977824656854770,Boho Haven | 3BR House | Quiet & Peaceful,393757454,Randy,Victoria,Gordon,46.91174,-67.44153,Entire home/apt,169,1,125,2024-11-01,6.66,1,312,67,
910090286790684968,The Captains Retreat,253290546,Tracy,Albert,Harvey,45.66238,-64.72672,Entire home/apt,155,3,10,2024-09-25,0.56,3,57,5,
910436288988826944,"Stopover, Relax and unwind",178730747,Abhinav,Madawaska,Saint-Basile,47.3722246,-68.2773933,Private room,,1,3,2024-01-31,0.16,1,0,1,
910808321543763345,Chez Pepe,29127525,Richard,Gloucester,Shippagan,47.79481211645541,-64.56130340695381,Entire home/apt,170,3,14,2024-08-28,0.77,1,365,7,
